id,date,text,lang,source,annotations
441376HAN376-13020771,2024-11-26,"Nous partageons les préoccupations des États‑Unis concernant la concurrence déloyale et les distorsions du marché mondial, y compris la surcapacité causée par les politiques et les pratiques hors marché qui nuisent à nos travailleurs et à nos entreprises.Nous pouvons rassurer nos partenaires américains sur le fait que le Canada ne présentera pas un risque de transbordement ni un vecteur de pratiques commerciales qui nuiraient à notre sécurité économique collective.",FR,parliament,"{""manual_themes"": [""theme_foreign_trade"", ""theme_international_affairs""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441377HAN377-13021692,2024-11-27,He was a proud life member of the Downie Optimist Club.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441377HAN377-13021952,2024-11-27,"Aujourd'hui, Le Journal de Montréal révèle une hausse subite du nombre de demandeurs d'asile aux frontières.",FR,parliament,"{""manual_themes"": [""theme_immigration""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441377HAN377-13021974,2024-11-27,Lui ne pense pas que les Canadiens en ont besoin.Nous avons la meilleure situation fiscale de tous nos partenaires du G7 et il refuse d’aider les Canadiens.,FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441377HAN377-13022287,2024-11-27,"Il a accordé 18 millions de dollars en primes à ses cadres alors que la confiance du public, les auditoires et les revenus publicitaires sont en déclin.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": [""specific_themes_public_finance""]}"
441377HAN377-13024352,2024-11-27,"Nous éliminerons définitivement l'arnaque qu'est la taxe sur le carbone pour tout le monde, et nous le ferons pour tout.Nous construirons des logements.",FR,parliament,"{""manual_themes"": [""theme_environment"", ""theme_housing"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441377HAN377-13024514,2024-11-27,Il devra faire tout ça pour une exemption qui durera deux mois seulement.Il a aussi parlé du gros problème suivant.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441377HAN377-13024605,2024-11-27,Elle exclut des produits essentiels et en inclut d'autres qui ne le sont pas.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441377HAN377-13024626,2024-11-27,Considérons les 20 dernières années du député de Carleton.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441378HAN378-13026618,2024-11-28,C’est pourquoi nous travaillons ensemble sur cette question.J’ai eu des conversations avec le premier ministre Legault.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441378HAN378-13026643,2024-11-28,Je vais demander au député de se lever.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441378HAN378-13027338,2024-11-28,James—Assiniboia—Headingley has the floor.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441378HAN378-13027558,2024-11-28,She is going to be voting for a tax that benefits millionaires and billionaires.,EN,parliament,"{""manual_themes"": [""theme_macroeconomics"", ""theme_governments_governance""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": [""specific_themes_public_finance""]}"
441378HAN378-13028277,2024-11-28,These are the types of things that I believe a vast majority of Canadians are very much sympathetic to.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441378HAN378-13028552,2024-11-28,"By the way, as we talk about staples, what about fuel?",EN,parliament,"{""manual_themes"": [""theme_energy""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441378HAN378-13028631,2024-11-28,"That is now moving forward to ensure elementary schools and high schools will have the opportunity to offer hot meals to kids, whether it is breakfast programs, lunch programs or whatever the case might be.We do have examples of that in Canada, but it is a patchwork quilt.",EN,parliament,"{""manual_themes"": [""theme_education"", ""theme_social_welfare""], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": [""specific_themes_welfare_state""]}"
441379HAN379-13029200,2024-11-29,"If the heckling bothers me, then it must be really hard for them to do their work.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441379HAN379-13029491,2024-11-29,"What is the government's plan to protect our borders, our trade and Canadians from tariff—",EN,parliament,"{""manual_themes"": [""theme_foreign_trade"", ""theme_law_and_crime"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441382HAN382-13041033,2024-12-04,"Il ne s'agit pas de politique, mais de priorités.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441382HAN382-13041704,2024-12-04,Nothing about this makes any sense.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441382HAN382-13042331,2024-12-04,"One of the issues is medical bias.Yesterday, I met with representatives of a brand new clinic that opened this year.",EN,parliament,"{""manual_themes"": [""theme_health""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441382HAN382-13042590,2024-12-04,"I have had a few of them, and some I welcomed.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441382HAN382-13043508,2024-12-04,"Many people made it on that list, or otherwise bid on contracts, falsely claiming to be indigenous.",EN,parliament,"{""manual_themes"": [""theme_rights_liberties_minorities_discrimination""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441383HAN383-13046059,2024-12-05,"I would like to take a moment to recognize our fantastic critic for foreign affairs, who also serves as vice-chair of the Standing Committee on Foreign Affairs and International Development.",EN,parliament,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441383HAN383-13047222,2024-12-05,I congratulate them on bringing it home.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441383HAN383-13047791,2024-12-05,"Nous avons encore du travail à faire dans ce dossier, mais nous sommes sur la bonne voie.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441383HAN383-13047896,2024-12-05,"J'ai remarqué que, depuis 2015, année où le gouvernement actuel est arrivé au pouvoir, la croissance cumulative du PIB du Canada n'atteint même pas la moitié de la croissance du PIB des États‑Unis.",FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441383HAN383-13047907,2024-12-05,J'aimerais que le député trouve une économie avancée dans une démocratie occidentale libérale qui a été en mesure de suivre le rythme des États‑Unis.,FR,parliament,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441383HAN383-13047970,2024-12-05,"» Dans la même citation, le chef de l'opposition officielle parle du « ministre du Patrimoine canadien, et […] d'autres bureaucrates woke ici à Ottawa qui vont contrôler ce que les Québécois peuvent voir et dire sur Internet ».",FR,parliament,"{""manual_themes"": [""theme_governments_governance"", ""theme_rights_liberties_minorities_discrimination"", ""theme_technology""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441383HAN383-13048820,2024-12-05,"Monsieur le Président, la question de mon collègue est bonne et je l'en remercie.",FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441383HAN383-13048849,2024-12-05,Qu'a-t-il à dire à ses concitoyens qui habitent à Timmins?,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441383HAN383-13048965,2024-12-05,"En se rangeant du côté des libéraux, il a permis de maintenir le statu quo, et ce sont les travailleurs canadiens qui en paient le prix.Par conséquent, qui se bat vraiment pour les travailleurs canadiens?",FR,parliament,"{""manual_themes"": [""theme_labor""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441383HAN383-13049381,2024-12-05,"Unfortunately, the actions of Conservative MPs on the night of November 28 did not live up to these expectations.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441384HAN384-13049924,2024-12-06,"moved:                                       That, given that,                                                                        (i) Canadians are facing an affordability crisis and need more than temporary relief,                                                                         (ii) the government’s $250 Working Canadians Rebate would exclude many workers and other Canadians who need it the most,                                                                        (iii) the 2021 Conservative Party platform included a one-time GST holiday,                                                                        the House call on the government to:                                                                        (a) permanently remove the GST from essential goods, including home heating, grocery meals, Internet and mobile phone bills, diapers and kids’ clothes;                                                                        (b) expand the rebate to include all adults whose income is under the threshold and did not earn employment income in 2023, so that people like recent graduates trying to enter the workforce, retired seniors, people with disabilities, injured workers, workers on parental leave and long-term sick leave, and others in need are included; and                                                                        (c) pay for that measure by putting in place an excess profit tax targeting the largest and most profitable corporations.",EN,parliament,"{""manual_themes"": [""theme_labor"", ""theme_macroeconomics"", ""theme_social_welfare""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441384HAN384-13050023,2024-12-06,The hon. member will have an opportunity to raise that.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441384HAN384-13050141,2024-12-06,"I can guarantee members they did that because they had the intention to obstruct the free passage of anyone looking to get in, members of Parliament or those they were conducting business with.Turning back to the prohibition on obstructing and impeding members of Parliament on the Hill, Bosc and Gagnon expand on this principle at page 110:                                      In circumstances where Members claim to be physically obstructed, impeded, interfered with or intimidated in the performance of their parliamentary functions, the Speaker is apt to find that a prima facie breach of privilege has occurred.",EN,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441384HAN384-13051028,2024-12-06,(The House adjourned at 2 p.m.),EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441386HAN386-13059739,2024-12-10,"Le syndicat des douanes et de l'immigration est venu nous dire que les agents des services frontaliers pourraient prêter main-forte, mais, en ce moment, un décret les empêche de patrouiller entre les postes frontaliers.",FR,parliament,"{""manual_themes"": [""theme_immigration"", ""theme_law_and_crime""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441386HAN386-13060453,2024-12-10,"Monsieur le Président, je vais reprendre du début afin que la Chambre sache très clairement de quoi il est question.Je propose que la motion soit modifiée par substitution, aux mots « renverser le projet de loi libéral C‑5 », des mots « réembaucher les 1 100 agents frontaliers et plus que le gouvernement conservateur précédent avait supprimés pour empêcher l'entrée illégale d'armes à feu en provenance des États‑Unis.",FR,parliament,"{""manual_themes"": [""theme_law_and_crime"", ""theme_international_affairs""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441387HAN387-13062001,2024-12-11,Je tiens donc à ce que les interventions soient aussi courtes que possible.La députée de Renfrew—Nipissing—Pembroke a la parole.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441387HAN387-13062076,2024-12-11,"Over 30 times, they took Brianna to the hospital to plead for help, for health care, for the doctors or somebody to intervene and help Brianna.",EN,parliament,"{""manual_themes"": [""theme_health""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441387HAN387-13062703,2024-12-11,The very fact that the government insiders thought that what they were doing was okay or that they could get away with it illustrates how broken things have become under the government.,EN,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441387HAN387-13063256,2024-12-11,"Another example is the employment insurance system that the Conservative government of the day gutted, leaving unemployed workers struggling to make ends meet.Would your party be prepared to restore a reliable Phoenix pay system for workers, as well as an EI system that will reconcile—",EN,parliament,"{""manual_themes"": [""theme_labor""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441388HAN388-13065352,2024-12-12,"Something interesting came up which I will put on the record here, just as I wrap up my speech.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441388HAN388-13068700,2024-12-12,Il est avec nous en ces temps incertains.,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441388HAN388-13068998,2024-12-12,Nous savons quelles sont les priorités des conservateurs.Les conservateurs continueront-ils à faire des promesses et à les briser?,FR,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441388HAN388-13069443,2024-12-12,"On this side of the House, we believe in technology, but we need to challenge the industry.",EN,parliament,"{""manual_themes"": [""theme_technology""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441389HAN389-13070362,2024-12-13,It is time to put the rights of victims and their families above the rights of murderers.,EN,parliament,"{""manual_themes"": [""theme_law_and_crime""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441389HAN389-13070584,2024-12-13,I highly recommend them to anyone in the House.,EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441390HAN390-13071965,2024-12-16,"On this issue, on the price of pollution, the carbon rebate versus the carbon tax, I would love, and I would welcome, any Conservative caucus member to come to Winnipeg North, or even have something at a local university here in Ottawa, where we could have a debate on that issue.Is the member that confident in the Conservative notes he has been provided to be able to take me up on the challenge?",EN,parliament,"{""manual_themes"": [""theme_environment"", ""theme_macroeconomics"", ""theme_energy""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441390HAN390-13071969,2024-12-16,"The House simply asked that documents be turned over to the RCMP.Again, it has been 189 days since this motion passed.",EN,parliament,"{""manual_themes"": [""theme_governments_governance"", ""theme_law_and_crime""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
441390HAN390-13072164,2024-12-16,"Speaker, I have a lot of respect for the member opposite.",EN,parliament,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
441390HAN390-13072558,2024-12-16,That is contemptuous of the adopted motion that we would all be here today to undertake a democratic scrutiny of the government.,EN,parliament,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441390HAN390-13072681,2024-12-16,"L'année n'est pas finie puisqu'il reste trois mois et demi, comme le disait le leader à la Chambre du Bloc Québécois il y a quelques instants, mais on a déjà dépassé les 40 milliards de dollars, malgré un engagement, la main sur le cœur.",FR,parliament,"{""manual_themes"": [""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441391HAN391-13073654,2024-12-17,"They made bad deals, agreements that were not thought through and that undermine Canadian sovereignty.",EN,parliament,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441391HAN391-13073964,2024-12-17,The Prime Minister has failed to defend workers from the CEOs who are ripping them off.,EN,parliament,"{""manual_themes"": [""theme_labor"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
441391HAN391-13073999,2024-12-17,"Speaker, with a $62-billion deficit, I think we can all agree that now is not the time to be handing out election goodies.However, in yesterday’s economic statement, the GST holiday represented 98% of new spending aimed at combatting the rising cost of living.",EN,parliament,"{""manual_themes"": [""theme_macroeconomics"", ""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
bc_ctvnews_ca_b-c-court-overturns-eviction-of-social-housing-tenant-who-owed-45-in-unpaid-rent-1_6996365_20240811_101330,2024-08-11,"""In that month only $375 of the $420 rent was paid.""",EN,headlines,"{""manual_themes"": [""theme_housing""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
bc_ctvnews_ca_b-c-wakes-to-election-uncertainty-with-conservatives-ndp-in-tight-race-1_7080352_20241020_214330,2024-10-20,"""If we are in that situation of the NDP forming a minority government, we will look at every single opportunity from day one to bring them down … and get back to the polls.""",EN,headlines,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
bc_ctvnews_ca_canada-closes-flagpoling-loophole-for-temporary-visa-holders-1_7165516_20250106_110349,2025-01-06,"The exemptions include those who are citizens and lawful permanent residents of the United States, professionals and technicians under free trade agreements with the United States, Mexico, Chile, Panama, Peru, Colombia or South Korea, or spouses or common law partners of professionals and technicians under free trade agreements with Panama, Colombia and South Korea.",EN,headlines,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
bc_ctvnews_ca_dam-in-chilcotin-river-will-be-overtaken-by-water-within-hours-b-c-officials-1_6989204_20240805_021348,2024-08-05,"The BC Wildfire Service issued an NOTAM (Notice to Airmen) on Friday, which makes using any aircraft in the area not part of landslide response illegal.",EN,headlines,"{""manual_themes"": [""theme_public_lands"", ""theme_environment""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
edmonton_ctvnews_ca_downpour-in-jasper-national-park-slows-fires-but-comes-with-warning-1_7013794_20240826_033348,2024-08-26,Parks Canada noted in its Saturday update that assessments of dangerous trees adjacent to highways in the park have only determined the routes are safe for people in vehicles.,EN,headlines,"{""manual_themes"": [""theme_public_lands"", ""theme_transportation""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
edmonton_ctvnews_ca_top-cats-panthers-win-their-1st-stanley-cup-top-oilers-2-1-in-game-7-1_6938146_20240625_062340,2024-06-25,MST Puck drop is minutes away.,EN,headlines,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10543855_ticketmaster-hack-canadian-data-breach-leak__20240607_154405,2024-06-07,"Live Nation reported to the SEC that it detected “unauthorized activity within a third-party cloud database environment containing Company data,” meaning the database that was allegedly accessed by the hackers was not hosted by Live Nation or Ticketmaster themselves.",EN,headlines,"{""manual_themes"": [""theme_law_and_crime""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10553375_foreign-interference-report-china__20240608_100338,2024-06-08,"Saint-Jacques told Global News he isn’t surprised about the bombshell allegations, but he is baffled by the lack of government response.",EN,headlines,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10556892_ukraine-peace-summit-switzerland-russia-explainer__20240612_134342,2024-06-12,“Then a negotiation can be useful to put (post-war) terms in writing.,EN,headlines,"{""manual_themes"": [""theme_defense"", ""theme_international_affairs""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10597523_unknown-newfoundland-soldier-first-world-war__20240701_062340,2024-07-01,This year it also coincides with the 100th anniversary of the creation of the war memorial in St.,EN,headlines,"{""manual_themes"": [""theme_defense""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10611005_canada-argentina-copa-america__20240709_184357,2024-07-09,Lautaro Martinez – He currently plies his trade in Italy for Inter Milan.,EN,headlines,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10631148_obama-pelosi-democrats-biden-candidacy-presidential-election__20240718_180330,2024-07-18,Some lawmakers think Biden now may be more open to stepping aside.,EN,headlines,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10638364_jasper-national-park-wildfire-evacuees-alberta__20240724_063349,2024-07-24,Alberta fire officials said B.C. has its hands full with its own wildfires and evacuations.,EN,headlines,"{""manual_themes"": [""theme_public_lands""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10642975_jasper-alberta-wildfire-july-25__20240726_132355,2024-07-26,"In Unified Command, Parks Canada and the Municipality of Jasper continue to manage this crisis from the Town of Hinton.”",EN,headlines,"{""manual_themes"": [""theme_public_lands""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10694708_wildfire-hurricane-season-2024-above-average__20240813_100341,2024-08-13,"Jenica Atwin, parliamentary secretary to the minister of Indigenous Services, said First Nations communities were disproportionately affected.",EN,headlines,"{""manual_themes"": [""theme_rights_liberties_minorities_discrimination""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10702406_top-stories-this-week-august-16__20240818_021332,2024-08-18,Here’s how to spot them The Canadian Taxi Association is warning customers about scams involving fake roof signs that have recently been reported in several cities.,EN,headlines,"{""manual_themes"": [""theme_law_and_crime"", ""theme_transportation""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10709180_canada-rail-shutdown-labour-minister-mackinnon__20240822_043336,2024-08-22,"The CPKC network connects Canada to Mexico through the United States, meaning a shutdown would also affect North American supply chains at large.",EN,headlines,"{""manual_themes"": [""theme_international_affairs"", ""theme_foreign_trade"", ""theme_transportation""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10729442_israel-gaza-hostages-protests-strike__20240903_073357,2024-09-03,"Scuffles broke out when police snatched away the coffins, and several protesters were arrested.",EN,headlines,"{""manual_themes"": [""theme_law_and_crime""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10729442_israel-gaza-hostages-protests-strike__20240903_110356,2024-09-03,"Scuffles broke out when police snatched away the coffins, and several protesters were arrested.",EN,headlines,"{""manual_themes"": [""theme_law_and_crime""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10734346_wasps-activity-canada-stung__20240908_143353,2024-09-08,The wasp problem isn’t confined to Ontario.,EN,headlines,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10734877_terror-suspect-arrested-quebec-attack-jews-new-york-city__20240907_015330,2024-09-07,"In exchanges with two undercover officers and an FBI informant, he allegedly said he wanted to join the ISIS branch in West Africa and send money to ISIS-K in South Asia.",EN,headlines,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10740296_mark-carney-advisor-justin-trudeau__20240910_093353,2024-09-10,"“They believe they know better how to spend your money, the hardworking paycheques that Canadians earn every week.”",EN,headlines,"{""manual_themes"": [""theme_labor"", ""theme_macroeconomics""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10752531_air-canada-strike-cancelling-flights__20240914_054326,2024-09-14,The airline said it will begin an “orderly shutdown” of Air Canada and Air Canada Rouge operations once a strike or lockout notice is issued.,EN,headlines,"{""manual_themes"": [""theme_labor"", ""theme_transportation""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10784177_hezbollah-leader-hassan-nasrallah-killed-israeli-airstrike__20240928_123331,2024-09-28,"Herzi Halevi, said Saturday that the elimination of Nasrallah was “not the end of our toolbox,” indicating that more strikes were planned.",EN,headlines,"{""manual_themes"": [""theme_international_affairs"", ""theme_defense""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10785085_israel-hezbollah-high-ranking-official-latest-updates__20240930_142355,2024-09-30,"At Iran’s parliament, lawmakers chanted “Death to America” and “Death to Israel.”",EN,headlines,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10837027_fall-economic-statement-2024-liberal-deficits-immigration__20241030_011358,2024-10-30,"The right mix for governing is usually somewhere right in the middle between shrewd accounting and social support, Bricker notes.",EN,headlines,"{""manual_themes"": [""theme_social_welfare""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10852945_us-election-harris-trump-tuesday-results__20241106_101350,2024-11-06,"In Congress, Republicans flipped the Senate seat in West Virginia as former governor Jim Justice won the race to replace retiring Democratic Sen.",EN,headlines,"{""manual_themes"": [""theme_international_affairs""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10869455_taylor-swift-toronto-concert-fall-viruses__20241115_061356,2024-11-15,"“If you’re feeling sick and you can’t ‘shake it off’, please think about your fellow fans.",EN,headlines,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10893138_donald-trump-tariffs-canada-border__20241202_211335,2024-12-02,That included 19.5 kilograms of fentanyl — a more than 200 per cent increase from two years prior.,EN,headlines,"{""manual_themes"": [""theme_law_and_crime"", ""theme_health""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10895687_trudeau-trump-florida-dinner__20241130_145327,2024-11-30,"There’s no question about it,” Trudeau said.",EN,headlines,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10897877_canada-post-strike-week-3-workers-demands__20241204_061328,2024-12-04,"“Historically, this strike activity or the hours lost to strikes has been actually quite low compared to real periods of militancy in the labor market in the 1970s and early 1980s,” he said.",EN,headlines,"{""manual_themes"": [""theme_labor""], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10916410_canada-post-strike-back-to-work-cirbrequest__20241213_173355,2024-12-13,"The strike has impacted businesses across the nation, with Canada Post unable to process an estimated one million parcels a day.",EN,headlines,"{""manual_themes"": [""theme_labor"", ""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10918517_fomer-b-c-premier-john-horgans-provincial-state-memorial-to-be-held-sunday__20241216_023356,2024-12-16,"“I have 34 years of wonderful, happy memories with my dad, and I hope you’ll all forgive me, but I won’t be sharing any of them with you today… I shared my dad publicly with the people of B.C. for 19 years, and it was my great honor to do so,” he said.",EN,headlines,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_positive"", ""manual_specific_themes"": []}"
globalnews_ca_news_10936633_south-korea-plane-crash-boeing-inspection__20241230_153328,2024-12-30,The political tumult resulted in the opposition-controlled National Assembly impeaching Yoon and Han.,EN,headlines,"{""manual_themes"": [""theme_governments_governance""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
globalnews_ca_news_10937896_new-years-resolutions-here-are-some-tips-make-them-stick__20241231_171359,2024-12-31,"“Research shows that the more we develop self-compassion, the more compassionate we can become towards others.”",EN,headlines,"{""manual_themes"": [], ""manual_sentiment"": ""sentiment_neutral"", ""manual_specific_themes"": []}"
globalnews_ca_news_10940334_canada-climate-wildfire-severity__20250103_033408,2025-01-03,"“The widespread increases, along with limited decreases, in high-burn severity days during 1981 to 2020 indicate the increasingly severe fire situation and more challenging fire season under the changing climate in Canada,” the study read.",EN,headlines,"{""manual_themes"": [""theme_environment""], ""manual_sentiment"": ""sentiment_negative"", ""manual_specific_themes"": []}"
