n,id,date,text,lang,source
33668,441278HAN278-12567561,2024-02-08,J’aime beaucoup les proverbes yiddish.,FR,parliament
25553,441299HAN299-12676728,2024-04-15,"As I have mentioned, my bill would not guarantee that a member or a senator would actually get the clearance, and it would not guarantee they would get access.",EN,parliament
9418,www_cbc_ca_news_business_reusable-bags-profits-1_7338237_20241004_140425,2024-10-04,"When customers return a bag, 50 cents will be donated to the food bank on their behalf, or they can bank the money and get cash back once they've earned $5.",EN,headlines
17352,ici_radio-canada_ca_nouvelle_2078706_liste-noms-deputes-ingerence-etrangere-leblanc_20240606_224339,2024-06-06,"Les membres du comité parlementaire doivent présenter les amendements proposés au projet de loi d'ici vendredi après-midi, en vue d'une étude article par article au début de la semaine prochaine.",FR,headlines
1403,www_theglobeandmail_com_canada_alberta_article-mayor-of-jasper-says-wildfire-destruction-beyond-description-and__20240726_100350,2024-07-26,"Sajjan, said his federal counterpart “has been wonderful” in ensuring collaboration and they are working to compile the necessary resources.",EN,headlines
10466,www_lapresse_ca_actualites_2025-01-12_j-ai-teste-le-vegetalisme_php_20250112_105338,2025-01-12,"« Vous avez mieux réalisé la tâche, avec moins d’effort mental », analyse-t-il.",FR,headlines
16190,ici_radio-canada_ca_nouvelle_2135351_fonctionnaires-americains-perte-protection-trump_20250125_181353,2025-01-25,Avec les informations de Agence France-Presse,FR,headlines
13251,ici_radio-canada_ca_nouvelle_2120884_russie-missile-ukraine-profondeur-attaque_20241119_135327,2024-11-19,"Les médias d'État russes ont également annoncé le début de la production en série d'abris modulaires, de la forme d'un conteneur, destinés à offrir une protection pendant 48 heures contre les radiations atomiques, les explosions, les chutes de débris, les produits chimiques dangereux et les incendies.",FR,headlines
18435,www_ledevoir_com_politique_quebec_814312_pas-question-quebec-exempter-etudiants-autochtones-exigences-francais_20240605_175335,2024-06-05,« Ce n’est pas l’avenue qui a été choisie par l’APNQL.,FR,headlines
31649,441346HAN346-12890547,2024-10-01,"Ce sont ces gens qui sont à l'origine du baby-boom, cette période où les familles avaient beaucoup d'enfants, qui ont ensuite contribué à la prospérité du pays.",FR,parliament
37229,441310HAN310-12726195,2024-05-07,"Pendant que les Québécois essaient de survivre, le Bloc québécois a choisi de voter pour 500 milliards de dollars en crédits budgétaires des libéraux.",FR,parliament
39457,441315HAN315-12751578,2024-05-22,Nous apportions des nouvelles obtenues sur le terrain au sujet de ce qui fonctionnait et ne fonctionnait pas pour nos entreprises locales.,FR,parliament
17074,ici_radio-canada_ca_nouvelle_2112049_trump-harris-milton-helene-ouragans_20241013_175350,2024-10-13,L'ouragan Milton s’est invité de manière spectaculaire dans la campagne présidentielle américaine seulement deux semaines après qu'un autre ouragan (Helene) eut causé des dégâts considérables.,FR,headlines
10101,www_lapresse_ca_elections-americaines_2024-08-12_entrevue-sur-x_donald-trump-recu-en-ami-par-elon-musk_php_20240813_062335,2024-08-13,Twitter change de nom et devient officiellement X.,FR,headlines
932,vancouversun_com_news_local-news_vancouver-consider-replacing-kitsilano-pool_20240620_222338,2024-06-20,"Laurence Keane, who first learned to swim at the Kitsilano pool when he was a child, agrees that time is the most important factor of the plan.",EN,headlines
1145,www_thestar_com_news_gta_ttc-union-reach-a-framework-settlement-and-avoid-a-strike_article_de4cd564-1c9c-11ef-a8f1-6b036e1159d9_html_20240607_123436,2024-06-07,“You can imagine there’s a lot of wording that has to be confirmed.,EN,headlines
27322,441300HAN300-12682936,2024-04-16,Then they would truly be helping rural Canadians and rural families.,EN,parliament
34361,441334HAN334-12837197,2024-06-18,"Cela dit, elle a critiqué le programme de soins dentaires du NPD.",FR,parliament
5422,www_thestar_com_news_investigations_threats-claims-of-insurrection-a-city-council-under-siege-when-alt-right-activists-targeted-pickering_article_76184f4e-3954-11ef-962d-c3a11c7cf4c1_html_20240711_111356,2024-07-11,Another warned: “Your face and name is all over the internet.”,EN,headlines
17923,ici_radio-canada_ca_nouvelle_2086284_francais-amerique-du-nord-legislatives-second-tour-election_20240706_233329,2024-07-06,"Même si le barrage contre le RN a fonctionné au premier tour en Amérique du Nord et que le second se jouera entre le centre et la gauche, les électeurs étaient encore nombreux à voter à Ottawa.",FR,headlines
26189,441307HAN307-12716570,2024-05-02,"It means working and thinking about our environment and jobs, and about how we can make the transition to providing good quality, middle-class greener jobs into the future.",EN,parliament
28883,441337HAN337-12859540,2024-09-17,"It is important for Canadians, and it is important that we do right by the people who have been wronged by the former Conservative government.",EN,parliament
12403,ici_radio-canada_ca_nouvelle_2121102_cessez-le-feu-liban-emissaire-americain-hochstein-optimiste_20241120_072329,2024-11-20,"En visite mardi à Beyrouth, M.",FR,headlines
33093,441291HAN291-12633651,2024-03-19,"Tout ce qu'ils veulent, c'est la chicane et dire que cela ne fonctionne pas.Or cela fonctionne.",FR,parliament
10880,www_ledevoir_com_politique_quebec_823852_quebec-solidaire-continue-tenir-discussions-prive-haroun-bouazzi_20241117_143350,2024-11-17,"Ce poste est à l’heure actuelle occupé par le secrétaire général du parti, car le Directeur général des élections du Québec (DGEQ) ne reconnaît pas le modèle de leadership à deux porte-parole de Québec solidaire.",FR,headlines
37014,441376HAN376-13020544,2024-11-26,Le président Trump a dit très clairement qu'il voulait nos emplois et nos entreprises.,FR,parliament
19324,www_lapresse_ca_actualites_politique_2024-06-18_contrats-federaux_plusieurs-enquetes-de-la-grc-sont-en-cours_php_20240619_005339,2024-06-19,Leurs noms auraient été utilisés à leur insu pour facturer du travail qu’ils n’ont pas exécuté.,FR,headlines
11561,www_journaldemontreal_com_2024_05_31_agresse-en-prison-robert-pickton-est-mort_20240531_213332,2024-05-31,"L’individu qui aurait attaqué mortellement Pickton est Martin «Spike» Charest, un individu de 51 ans qui cumule les peines d’emprisonnement depuis le début des années 90, a appris notre Bureau d’enquête dans les jours suivant la violente agression.",FR,headlines
23747,441304HAN304-12702882,2024-04-29,"In countries with pharmacare, pharmaceutical companies have been forced to lower their prices.",EN,parliament
4768,vancouversun_com_opinion_columnists_bc-united-membership-renewal-drive-office-front-row-seats-to-internal-recriminations_20240920_084338,2024-09-20,The relevant portion of the committee meeting was held in private.,EN,headlines
20339,441340HAN340-12869499,2024-09-20,"Madam Speaker, Conservative rhetoric is up, Conservative nonsense is up, rhyming is certainly up and Canadians are getting fed up.",EN,parliament
19520,www_journaldemontreal_com_2024_09_25_je-me-reveille-en-panique-la-nuit-en-regardant-mon-cellulaire--des-quebecois-dorigine-libanaise-angoissent-pour-leurs-proches_20240926_000327,2024-09-26,"«Les gens meurent pour rien, c’est vraiment terrible ce qui se passe là-bas.",FR,headlines
7454,www_cbc_ca_news_business_sunwing-flight-compensation-court-1_7251539_20240703_144429,2024-07-03,"""Punishing airlines for following safety regulations and protocols lacks fairness.""",EN,headlines
4670,montrealgazette_com_sports_hockey_nhl_hockey-inside-out_xhekaj-brothers-now-on-the-same-team-at-canadiens-training-camp_20240922_191332,2024-09-22,"“He’ll surprise a lot of people,” Arber said.",EN,headlines
26948,441304HAN304-12702989,2024-04-29,"While the American economy has seen an increase in GDP per capita of 7% since 2019, the Canadian rate has declined by 3%.",EN,parliament
1280,www_theglobeandmail_com_world_us-politics_article-trudeau-trump-florida-dinner__20241201_134354,2024-12-01,"Pennsylvania senator-elect Dave McCormick and his wife, former White House adviser Dina Powell, were also in attendance.",EN,headlines
25910,441379HAN379-13029868,2024-11-29,I think that there is a great deal of merit to it.,EN,parliament
35942,441358HAN358-12945144,2024-10-24,Cela montre aussi la façon dont les Canadiens sont préoccupés par l'abus dans le sport.,FR,parliament
22776,441331HAN331-12825452,2024-06-13,"When the Leader of the Opposition says he wants small government, that means no ambition and no confidence, whether it is domestic or global.",EN,parliament
22300,441276HAN276-12560571,2024-02-06,"We will not rest until we get it done, and this bill would help.",EN,parliament
20300,441276HAN276-12562208,2024-02-06,"What the current Liberal government brought forward was essentially a backstop; for those provinces that did not have their own systems, the federal government brought in a carbon price that would apply everywhere to try to equalize the pricing among all the different provinces and have a system that remained revenue-neutral.British Columbia brought in the revenue-neutral carbon tax under the government of previous premier Gordon Campbell, who pretty much represented the right wing of B.C. politics.",EN,parliament
15879,ici_radio-canada_ca_nouvelle_2078758_joe-biden-pardon-presidentiel-fils-hunter_20240606_234338,2024-06-06,"Le politicien de 81 ans, qui s'est remarié et a eu une deuxième fille, a perdu son fils Beau, mort d'un cancer en 2015.",FR,headlines
11457,www_journaldemontreal_com_2024_10_10_mon-cancer_20241010_120327,2024-10-10,"Paraît aussi que dans la loterie du cancer, j’ai pigé le bon numéro.",FR,headlines
17831,www_journaldemontreal_com_2024_08_09_pluies-torrentielles-vendredi--le-quebec-recoit-les-restes-de-louragan-debby_20240809_123327,2024-08-09,"De lourdes averses ont débuté dans la nuit de jeudi à vendredi au Québec et apporteront plus de 140 mm de pluie d’ici samedi après-midi, selon les secteurs.",FR,headlines
6290,vancouversun_com_news_local-news_family-reunification-feels-impossible-for-new-immigrants-from-iran-as-government-walks-back-targets_20241227_180332,2024-12-27,"Mirzaee would stay in Iran so he could financially support the family here, until Esteghamat got work.",EN,headlines
20288,441274HAN274-12551088,2024-02-02,"The government is even going after some of the new players with tax bills that are threatening to take new players out of our airline market.When the Liberal government came to power nearly a decade ago, Canadians had a choice of eight Canadian grocery chains and now, after eight years of the Liberal government, the market is dominated by just three Canadian companies and two American multinational corporations.",EN,parliament
2352,montrealgazette_com_opinion_columnists_allison-hanes-is-mcgill-being-hung-out-to-dry_20240709_200359,2024-07-09,"Although protesters denied it, it was widely assumed that the vandalism was connected to the pro-Palestinian encampment that had taken root across the street two weeks earlier, demanding that the Caisse divest from some $14 billion in holdings that protesters say could be supporting Israel’s war in Gaza.",EN,headlines
29489,441294HAN294-12647606,2024-03-22,Individuals would have the legal capacity to exercise agency over their status.,EN,parliament
6729,globalnews_ca_news_10601634_justin-trudeau-toronto-byelection-loss-liberal-party__20240704_072332,2024-07-04,"“For the future of our party and for the good of our country we need new leadership and a new direction,” Long wrote.",EN,headlines
21896,441373HAN373-13002887,2024-11-21,"Not only that, which I brought up to the hon. member, but Reese Fallon, who was killed on the Danforth, did not have a choice.",EN,parliament
909,montrealgazette_com_news_local-news_emsb-chair-candidates-talk-challenges-priorities-ahead-of-school-board-elections_20241021_090331,2024-10-21,So we have to address it.,EN,headlines
19806,www_ledevoir_com_economie_815024_premier-troisieme-lien-reclames-certaines-regions-avant-celui-quebec_20240618_170337,2024-06-18,Aucune banque ni commerce ne pouvaient fonctionner.,FR,headlines
17011,www_ledevoir_com_societe_815035_devoir-enquete-policiers-solidaires-meme-criminalite_20240618_081412,2024-06-18,« L’employeur l’a congédié après avoir découvert qu’il utilisait de façon illégale le Centre de renseignements policiers du Québec (CRPQ) et que sa consultation l’était pour des fins personnelles et pour un usage personnel.,FR,headlines
16202,www_ledevoir_com_politique_quebec_814801_francois-legault-relance-troisieme-lien-autoroutier-quebec-levis_20240613_205342,2024-06-13,Le projet de tunnel Québec-Lévis priorisé par la Coalition avenir Québec (CAQ) jusqu’au printemps 2023 ne prévoyait pas le passage de transport lourd.,FR,headlines
26861,441305HAN305-12705302,2024-04-30,I would also like to tell the hon. member that the safe consumption sites work.,EN,parliament
18288,www_lapresse_ca_affaires_2024-07-19_panne-informatique-mondiale_des-impacts-ressentis-un-peu-partout-au-quebec_php_20240719_144406,2024-07-19,La panne informatique mondiale vous affecte ?,FR,headlines
1868,www_theglobeandmail_com_canada_article-canada-soccer-drone-scandal-bev-priestman__20241124_230330,2024-11-24,Some current and former staff told The Globe that the team had become a toxic place to work and they complained about staff drinking sessions the night before games.,EN,headlines
4452,globalnews_ca_news_10828181_justin-trudeau-immigration-changes-canada__20241025_002332,2024-10-25,"In a report published before the immigration announcement, when reports of future cuts were circulating, Holt said this could lead to potential immigrants choosing countries like Australia, the U.S. or New Zealand over Canada.",EN,headlines
22384,441291HAN291-12634978,2024-03-19,Do they care to reduce emissions for our kids?,EN,parliament
39080,441308HAN308-12718777,2024-05-03,"Grâce à cette loi, on a reporté l’expansion de la mine de charbon Vista dans le centre de l’Alberta, parce que la société civile et des militants se sont battus avec acharnement pour que le projet fasse l’objet d’une évaluation environnementale et qu’on réponde à plusieurs de leurs préoccupations.Dans la situation actuelle, dans la crise environnementale et climatique dans laquelle nous nous trouvons, le NPD est très réticent à se départir d’un outil qui peut changer les choses.",FR,parliament
29172,441324HAN324-12795253,2024-06-04,I must interrupt the hon. member because the hon. member for Saint-Jean is rising on a point of order.,EN,parliament
17860,www_lapresse_ca_actualites_2024-11-28_conversion-de-terrains-federaux-en-logements_potentiel-inexploite_php_20241128_100359,2024-11-28,"Maintenant, quels types de logements devrait-on construire avec les immeubles fédéraux ?",FR,headlines
31378,441270HAN270-12531395,2024-01-29,Que tous ceux qui s'opposent à la motion veuillent bien dire non.,FR,parliament
25546,441321HAN321-12777367,2024-05-30,His bright idea was to jack up the carbon tax 23%.,EN,parliament
6077,www_theglobeandmail_com_business_article-us-banking-regulator-imposes-cap-on-td-bank-growth-prohibits-new__20241011_102335,2024-10-11,"Department of Justice and three top banking regulators in the U.S. unveiled a scathing indictment of Canada’s second-largest lender, painting a portrait of TD’s willing role in moving money for drug cartels and criminal organizations.",EN,headlines
10563,www_ledevoir_com_monde_moyen-orient_820788_apres-avoir-tue-chef-hezbollah-israel-mene-nouvelles-frappes-liban_20240930_022330,2024-09-30,"Ces frappes ont visé des ports et des centrales électriques dans la région d’Hodeida (ouest), principal point d’entrée des marchandises et de l’aide humanitaire destinées aux zones  contrôlées par les rebelles yéménites, a indiqué la chaîne de télévision Al-Massirah, relevant des insurgés.",FR,headlines
2117,vancouversun_com_opinion_columnists_eby-ignores-calls-decentralize-power-premiers-office_20241122_181329,2024-11-22,"But in fairness to Kahlon, the minister was only implementing legislation that Eby envisioned.",EN,headlines
1034,www_cbc_ca_news_world_hezbollah-pagers-explosions-1_7326969_20240919_093410,2024-09-19,"Those would include the hardware manufacturers, software manufacturers and different parts coming from different places.",EN,headlines
27209,441308HAN308-12717895,2024-05-03,I am very pleased to hear him acknowledge that the federal Parliament can do good things at times.,EN,parliament
1113,globalnews_ca_news_10586742_justin-trudeau-toronto-st-pauls-byelection-loss__20240626_091404,2024-06-26,But I want to be clear that I hear people’s concerns and frustrations.,EN,headlines
11868,www_journaldemontreal_com_2024_12_04_crise-politique-en-france-le-pays-se-prepare-a-la-chute-de-son-gouvernement_20241204_211336,2024-12-04,"Le chef de l’État pourrait choisir «rapidement» un Premier ministre, selon tous ses interlocuteurs.",FR,headlines
11229,www_ledevoir_com_monde_etats-unis_820306_colere-haitiens-floride-menace-elle-donald-trump_20240921_150328,2024-09-21,« Nous savons désormais qu’il n’est rien de plus qu’un menteur.,FR,headlines
16945,www_lapresse_ca_actualites_chroniques_2024-06-22_maxwell-smart-survivant-de-l-holocauste_j-avais-promis-a-ma-mere-que-j-allais-vivre_php_20240622_110420,2024-06-22,"Né dans une famille juive à Prague, Maxwell Smart, dont le nom à la naissance était Oziac Fromm, avait 9 ans quand la Seconde Guerre mondiale a éclaté, sonnant le glas d’une enfance heureuse.",FR,headlines
36228,441311HAN311-12730366,2024-05-08,"Monsieur le Président, je tiens à remercier la députée de Saanich—Gulf Islands pour cette observation fort judicieuse.",FR,parliament
29235,441366HAN366-12977822,2024-11-05,"The Prime Minister claimed his government had signed a $2-billion deal with Telesat, which would lead to “better and faster Internet service, even in rural, remote, and Northern communities.”",EN,parliament
29418,441273HAN273-12547302,2024-02-01,"The Royal Canadian Legion in Nova Scotia said actively serving members are living rough in tents, living in their vehicles, couch surfing and even entering into relationships that have put them at risk of domestic violence to secure housing.Why is the Liberal defence minister allowing this to happen under his watch?",EN,parliament
26620,441303HAN303-12693726,2024-04-19,"Speaker, I would ask that all questions be allowed to stand at this time, please.",EN,parliament
32974,441386HAN386-13059513,2024-12-10,"Il n'avait absolument aucun plan pour défendre le Canada contre les menaces injustes des Américains envers notre économie et aucun plan pour sécuriser nos frontières.Ce genre de faiblesse est déjà intolérable quand tout va bien, mais elle est impossible en ces temps difficiles.",FR,parliament
37191,441328HAN328-12809272,2024-06-10,"Quand même, l'échantillonnage est assez étrange.Après que les parlementaires aient pris connaissance du rapport du Comité spécial sur la relation entre le Canada et la République populaire de Chine au sujet du laboratoire de Winnipeg, on se souvient qu'il y avait eu toutes sortes de débats à la Chambre, et environ 600 pages du rapport étaient caviardées, y compris les notes en bas de page et les numéros de page.Un comité spécial a été constitué afin d'évaluer la situation en compagnie d'arbitres, qui étaient des juges de la Cour fédérale.",FR,parliament
32966,441302HAN302-12689456,2024-04-18,"Pourquoi n'y a-t-il pas au NPD une volonté profonde de réfléchir et d'avancer à cet égard, alors que le Bloc québécois a déposé un projet de loi et que nous insistons là-dessus depuis très longtemps?",FR,parliament
20347,441372HAN372-12999427,2024-11-20,"When they come here and say that the housing crisis is all the Liberals' fault, it is the Liberals' fault from 2015 on, but it did not start there.",EN,parliament
39775,441327HAN327-12807248,2024-06-07,"Comme moi, elle était très impatiente de voir enfin cette mesure législative arriver sur nos tables.Dans son discours, ma collègue a parlé d'un point qui me préoccupe personnellement au sujet de ce projet de loi.",FR,parliament
38438,441283HAN283-12589760,2024-02-15,Ce n'est pas étonnant qu'on arrive avec un projet de loi comme C‑62 qui n'inclut rien en ce sens.,FR,parliament
6635,www_theglobeandmail_com_politics_article-ndp-supply-confidence-agreement-liberals__20240905_010350,2024-09-05,The government could fall at any time in the event that it loses a vote on a confidence matter such as a budget or an opposition motion specifically expressing that the House of Commons has lost confidence in the government.,EN,headlines
39128,441282HAN282-12585150,2024-02-14,Le député de Burnaby‑Sud a la parole.,FR,parliament
20105,441366HAN366-12976132,2024-11-05,Canadians are facing financial pressure caused by the Prime Minister's carbon tax and capital gains tax increases.,EN,parliament
38228,441323HAN323-12786794,2024-06-03,"Monsieur le Président, les Montréalais n’en peuvent plus.",FR,parliament
25583,441271HAN271-12540872,2024-01-30,"The worst of it hit my home province of Saskatchewan, but it was also in Alberta and British Columbia.",EN,parliament
19310,www_ledevoir_com_culture_822643_puis-nouveau-francais-canada-google-traduction_20241030_131355,2024-10-30,"« Ma crainte s’est confirmée : c’est comme si le français était toujours châtié, alors que le québécois est choisi au plus folklorique, au plus familier.",FR,headlines
12590,ici_radio-canada_ca_nouvelle_2128631_justin-trudeau-reflexion-avenir-politique_20241221_134356,2024-12-21,"Un des scénarios évoqués : Justin Trudeau pourrait annoncer qu’il ne se représentera pas aux prochaines élections et déclencherait une course rapide à la chefferie qui prendrait fin, si possible, d’ici trois mois.",FR,headlines
15566,www_journaldemontreal_com_2024_09_26_video-voleurs-de-vehicules-de-luxe-nouvelles-arrestations-liees-a-la-fausse-roulotte-dun-reseau-criminel_20240927_001327,2024-09-27,"Le second est Yasser Hassani, 23 ans, de Montréal.",FR,headlines
3197,montrealgazette_com_opinion_columnists_allison-hanes-hefty-tax-hike-for-motorists-or-public-transit-doom-spiral_20240617_152420,2024-06-17,The Communauté métropolitaine de Montréal has chosen the least worst option.,EN,headlines
22699,441277HAN277-12565802,2024-02-07,The fact is that they are worried about their safety.,EN,parliament
6486,vancouversun_com_news_local-news_fear-movie-property-for-sale-bc-lions-bay_20240625_145343,2024-06-25,"The commute to Vancouver is doable, and Whistler is just an hour away.",EN,headlines
33116,441327HAN327-12806977,2024-06-07,Le recours aux banques alimentaires bat des records et les campements de tentes se multiplient.,FR,parliament
8866,globalnews_ca_news_10948771_justin-trudeau-resignation-liberals-ipsos-poll__20250109_020354,2025-01-09,"Overall, 19 per cent Canadians said they disapprove of his resignation and 30 per cent of Liberal voters said the same.",EN,headlines
1210,globalnews_ca_news_10587131_deportation-hamas-irfan-canada__20240626_115344,2024-06-26,Sarassra’s appeal to the Federal Court argues that she had only “low-level involvement” in IRFAN-Canada for one year until 2014.,EN,headlines
28284,441331HAN331-12822833,2024-06-13,"Quebec's economy has completely crumbled, right?",EN,parliament
33092,441315HAN315-12751642,2024-05-22,"Monsieur le Président, c'est toujours un plaisir de prendre la parole au nom des habitants de Kamloops—Thompson—Cariboo.",FR,parliament
9670,vancouversun_com_news_election_bc-election-grading-education-promises_20241012_192400,2024-10-12,"If you have children or grandchildren, they will spend most of their formative years inside classrooms, and the next premier will play a major role in how and what they learn.",EN,headlines
14284,www_ledevoir_com_monde_europe_814353_business-memoriel-entourant-debarquement-normandie_20240606_044352,2024-06-06,"J’ai rencontré des historiens à Carentan, Caen, en Grande-Bretagne pour être le plus précis possible et ne pas faire ce qu’on nous reproche, c’est-à-dire un spectacle rigolo.",FR,headlines
11941,www_lapresse_ca_actualites_education_2024-12-31_a-l-ecole-sans-cellulaire_php_20241231_120355,2024-12-31,"« Mais je m’y suis habitué », dit-il.",FR,headlines
13876,ici_radio-canada_ca_nouvelle_2108431_bape-northvolt-preuves-teams-fonctionnaires-cqde_20241001_104325,2024-10-01,"L’entreprise a demandé à commencer ses travaux le plus vite possible et le gouvernement Legault est bien décidé à lui permettre d’aller de l’avant, sans délai.",FR,headlines
33886,441283HAN283-12590904,2024-02-15,Ce groupe plaide pour l’élargissement du suicide assisté aux mineurs matures.,FR,parliament
17819,ici_radio-canada_ca_info_en-direct_1011763_convention-republicaine-donald-trump-jd-vance_20240718_061329,2024-07-18,"Vance sur les ondes de CBS News, soit le 23 juillet, le 12 août et le 13 août.",FR,headlines
34111,441363HAN363-12967185,2024-10-31,Il s'agit clairement d'une violation de notre privilège parlementaire collectif.,FR,parliament
27745,441273HAN273-12549767,2024-02-01,"In science, the first modern thinker to theorize the heliocentric model, in which the Earth revolves around the Sun, not vice versa, was none other than Nicolaus Copernicus, a Polish astronomer.",EN,parliament
14473,ici_radio-canada_ca_nouvelle_2096592_thailande-premier-ministre-srattha-thavision-destitution_20240814_102330,2024-08-14,"La justice thaïlandaise a destitué mercredi le premier ministre Srettha Thavisin, accusé d'avoir violé des règles d'éthique fixées dans la Constitution en ayant nommé un ministre condamné en 2008 à une peine d'emprisonnement.",FR,headlines
18058,ici_radio-canada_ca_info_en-direct_1012095_soiree-election-provinciale-saskatchewan-vote_20241029_065354,2024-10-29,Le Parti saskatchewanais fait élire Megan Patterson (Moose-Jaw Wakamow) et Jamie Martens (Martensville-Blairmore).,FR,headlines
23227,441348HAN348-12901014,2024-10-03,I have no doubt that Quebec will not deprive people with disabilities of anything to which they are already entitled.,EN,parliament
31338,441309HAN309-12723227,2024-05-06,La députée de Winnipeg-Centre a la parole.,FR,parliament
7451,vancouversun_com_news_local-news_white-rock-residents-puzzled-after-city-sets-up-donation-box-to-help-repair-pier_20240604_161357,2024-06-04,Some residents have been posting their puzzled reactions on social media.,EN,headlines
5671,www_thestar_com_news_canada_canada-vows-to-crack-down-on-international-student-program-abuse-amid-indias-allegations-of-human_article_3e110ae8-c476-11ef-9668-574ddb751801_html_20241228_013352,2024-12-28,They allege that a man connected to this operation was also the one who arranged the attempted border crossing of an Indian family who froze to death while trying to enter the U.S. from Manitoba in 2022.,EN,headlines
31321,441281HAN281-12581197,2024-02-13,"Quand les provinces disent qu’elles ne sont pas prêtes à mettre en œuvre un tel système ou encore quand un si grand nombre d’intervenants disent s'opposer à cette mesure, je vais écouter les gens de partout au pays, peu importe la province d’où ils viennent.",FR,parliament
2879,edmonton_ctvnews_ca_panthers-hold-on-to-beat-oilers-4-3-and-take-3-0-lead-in-stanley-cup-final-1_6925735_20240614_095338,2024-06-14,"Warren Foegele, Philip Broberg and Ryan McLeod replied for Edmonton.",EN,headlines
31793,441304HAN304-12700970,2024-04-29,"Par conséquent, ils demandent au gouvernement et au ministre de la Santé d'adapter la réglementation afin de faire baisser les coûts pour l'industrie.",FR,parliament
2762,toronto_ctvnews_ca_3-people-dead-including-gunman-after-shooting-in-toronto-office-space-police-1_6930214_20240618_083340,2024-06-18,The school was temporarily placed under a lockdown late Monday afternoon along with St.,EN,headlines
17380,ici_radio-canada_ca_nouvelle_2113913_paul-st-pierre-plamondon-religion_20241021_202328,2024-10-21,"Le rapport ajoute que, bien que le volet culturel puisse expliquer certaines de ces divergences d'opinions, puisque les clans ne sont pas divisés en fonction de la culture des individus qui les composent, les enquêteurs les ont davantage considérés comme des clans en opposition d'idéologies et de visions.",FR,headlines
19560,www_journaldemontreal_com_2025_01_04_la-tumeur-etait-plus-grosse-que-le-rein---une-triplee-a-pu-celebrer-sa-guerison-avec-ses-surs-et-les-personnages-de-disney_20250101_120328,2025-01-01,"Mais de toute façon, elle préfère consacrer toute son énergie à son sport préféré, le soccer, et s’occuper de son magnifique chat noir, Minouche.",FR,headlines
35876,441315HAN315-12749191,2024-05-22,"Monsieur le Président, les libéraux prétendent s'intéresser au français au Québec comme au Canada.",FR,parliament
25922,441346HAN346-12895126,2024-10-01,"Instead, we have a foreign minister who is not just naive about terror but outside of her depth on almost every conversation since and before October 7.",EN,parliament
30533,441321HAN321-12776725,2024-05-30,Les slogans avec lesquels les libéraux ont fait campagne ne sont que des promesses en l'air.,FR,parliament
37306,441386HAN386-13060566,2024-12-10,Le président: Dois-je faire rapport du projet de loi?,FR,parliament
3496,toronto_ctvnews_ca_ontario-premier-doug-ford-threatens-to-cut-off-energy-to-u-s-in-response-to-trump-s-tariffs-1_7141920_20241211_234353,2024-12-11,"Speaking about the meeting, the premier said it was constructive and the federal government presented a plan that addressed border issues -- something Trump cited as one of the reasons why he plans to impose the 25 per cent tariff.",EN,headlines
3160,www_thestar_com_politics_provincial_ontario-health-ministers-concerns-about-pierre-poilievres-interest-in-forced-drug-rehab-reveals-latest-tension_article_f4bd4a4e-4f4c-11ef-8ee4-8f877599e3be_html_20240731_205435,2024-07-31,"“I have concerns that involuntary treatment would not lead to the outcomes that we want,” Jones said Wednesday at Mount Sinai Hospital.",EN,headlines
37597,441327HAN327-12807213,2024-06-07,Les conversations privées sont exclues de la communication de discours haineux.,FR,parliament
15523,www_lapresse_ca_affaires_finances-personnelles_2024-12-22_psychologie-de-la-consommation_ces-depenses-qui-font-du-bien_php_20241222_145351,2024-12-22,» Et ce n’est pas frivole.,FR,headlines
13360,ici_radio-canada_ca_nouvelle_2101205_journee-sensibilisation-surdoses-opioides-canada-naloxone_20240901_052329,2024-09-01,La crise des surdoses dépasse les opioïdes.,FR,headlines
24823,441274HAN274-12550502,2024-02-02,It does not help my constituents.,EN,parliament
5240,www_cbc_ca_news_politics_byelection-polls-liberal-conservative-ballot-vote-1_7243748_20240625_150432,2024-06-25,"The agency said it was bogged down because there were dozens of candidates on the unwieldy, nearly metre-long ballot — some of whom are proportional-representation activists running as a protest to the country's first-past-the-post voting system.",EN,headlines
36214,441285HAN285-12604328,2024-02-26,Il remédierait aux inefficacités du système actuel et établirait une nouvelle norme pour les relations de travail au Canada.,FR,parliament
14268,ici_radio-canada_ca_info_long-format_2121253_casino-wolinak-baazov-abenakis_20241121_100327,2024-11-21,Signature d’un contrat d’options d’achats de machines à sous pour Tribal VLT.,FR,headlines
2519,www_thestar_com_news_gta_billionaire-frank-stronach-charged-with-sexually-assaulting-three-victims-court-documents-say_article_6117b144-2a67-11ef-935f-a7f3be48b952_html_20240614_184452,2024-06-14,He was inducted to the Canadian Business Hall of Fame in 1996.,EN,headlines
28566,441294HAN294-12648572,2024-03-22,This suggests that more than $108 million was paid out.,EN,parliament
38298,441334HAN334-12835376,2024-06-18,"Monsieur le Président, non seulement le chef conservateur est contre le Régime canadien de soins dentaires, mais, en plus, il a trompé les aînés de la région de Québec en disant à la radio, il y a quelques jours à peine, que le Régime canadien de soins dentaires n'existait pas et qu'il ne fallait pas essayer de s'inscrire.",FR,parliament
17974,ici_radio-canada_ca_nouvelle_2085041_justin-trudeau-parti-liberal-leadership_20240702_010358,2024-07-02,"Paul's, un château fort libéral depuis plus de 30 ans, a entraîné de vives réactions au sein du PLC et a fortement ébranlé le leadership de M.",FR,headlines
